,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk_err1,koi_duration_err1,koi_depth,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,ra,log,svm,cnn,Final_Selection
5038,0,0,0,0,34.775371,0.0284,1.2,38.8,582,5.7,2,6028,96,-138,4.459,0.025,-0.135,289.50635,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5039,0,0,0,0,12.7713826,0.0147,0.369,141.8,851,8.0,2,6273,169,-225,4.442,0.055999999999999994,-0.22399999999999998,293.40323,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5047,0,0,0,0,14.237841699999999,0.0128,1.1,193.0,629,10.5,2,5273,105,-105,4.566,0.025,-0.07,291.67682,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5049,0,0,0,0,10.8206034,0.012,0.401,116.7,885,7.3,2,6032,189,-232,4.387,0.10800000000000001,-0.201,290.73517000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5054,0,0,0,0,10.209026800000002,0.0185,0.564,36.7,1058,9.8,2,6188,110,-135,4.196000000000001,0.115,-0.126,289.77325,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5057,0,0,0,0,54.291633600000004,0.0115,0.462,97.8,665,7.9,3,6711,140,-218,4.178999999999999,0.135,-0.355,291.75203999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5059,0,0,0,0,122.8054416,0.00621,0.261,313.0,602,10.6,2,5874,87,-79,3.6639999999999997,0.375,-0.125,287.97546,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5060,0,0,0,0,16.2480865,0.00957,0.19399999999999998,438.7,704,21.1,1,5729,172,-155,4.436,0.11599999999999999,-0.174,295.05994,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5067,0,0,0,0,32.0273169,0.0236,0.539,161.7,525,8.8,2,5505,74,-82,4.501,0.038,-0.105,290.58612,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5068,0,0,0,0,8.75630628,0.008870000000000001,0.257,81.9,982,9.8,2,5839,156,-174,4.279,0.175,-0.175,289.07397000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5069,0,0,0,0,9.6183111,0.0092,0.21600000000000003,25.0,1142,11.9,2,6134,124,-124,4.065,0.182,-0.098,290.45831,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5070,0,1,0,0,0.5180602089999999,0.01,0.0203,2258.4,2921,140.6,1,5405,208,-170,3.853,0.77,-0.33,296.18478,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE
5071,0,0,0,0,17.869375899999998,0.0179,0.507,63.0,759,9.8,2,6328,151,-188,4.456,0.047,-0.27899999999999997,281.95569,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5072,0,0,0,0,17.236085,0.0109,0.40700000000000003,330.0,721,10.4,2,5543,74,-74,4.3180000000000005,0.13699999999999998,-0.1,283.25119,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5079,0,0,0,0,485.92297,0.015,0.8190000000000001,122.9,225,5.5,3,5551,159,-131,4.386,0.14300000000000002,-0.273,285.8627,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5080,0,0,0,0,9.655047300000001,0.00692,0.205,313.1,705,12.2,4,4999,79,-79,4.49,0.075,-0.03,292.14447,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5088,0,0,0,0,12.7143635,0.00946,0.268,524.8,785,9.9,1,5947,184,-226,4.481,0.054000000000000006,-0.21600000000000003,294.444,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5089,0,0,0,0,80.41037829999999,0.00561,0.192,591.4,535,14.0,2,5476,179,-146,3.904,0.693,-0.297,284.09457000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5090,0,0,0,0,1.93188768,0.0047799999999999995,0.17800000000000002,37.8,1427,8.8,1,5896,132,-176,4.516,0.05,-0.2,287.37039,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5096,0,0,0,0,5.2449156,0.0212,0.5870000000000001,35.5,1015,11.7,1,5823,140,-158,4.486000000000001,0.078,-0.182,295.0809,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5099,0,0,0,0,7.72966941,0.00884,0.488,426.7,927,8.4,2,5947,184,-226,4.481,0.054000000000000006,-0.21600000000000003,294.444,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5105,0,0,0,0,87.707513,0.0106,0.377,578.0,310,7.1,2,4944,145,-136,4.614,0.028999999999999998,-0.076,286.08907999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5110,0,1,0,0,4.553370029,0.00014,0.0116,23692.0,1264,570.6,1,6306,157,-189,4.346,0.113,-0.13699999999999998,293.2944,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE
5114,0,0,0,0,205.41415,0.0333,1.4,283.8,323,7.9,2,6123,164,-211,4.465,0.05,-0.304,290.45026,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5120,0,0,0,0,7.7016694,0.0167,0.413,155.7,1627,17.8,1,5174,134,-93,3.228,0.036000000000000004,-0.024,288.79553,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5125,0,0,0,0,4.67250377,0.00747,0.177,79.6,1149,13.8,1,6146,170,-192,4.454,0.07,-0.21,301.56284,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5134,0,0,0,0,1.54287434,0.0020399999999999997,0.0835,401.4,1007,20.7,1,4530,139,-139,4.704,0.052000000000000005,-0.032,284.44101,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5137,0,0,0,0,33.3200908,0.0211,0.0843,6186.9,750,84.5,1,6264,177,-265,4.133,0.2,-0.18,294.55789,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5143,0,0,0,0,7.07394528,0.007909999999999999,0.172,228.3,647,9.5,2,4777,167,-167,4.689,0.048,-0.032,288.66891,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5145,0,0,0,0,20.5718107,0.008320000000000001,0.272,379.0,498,13.0,1,4922,148,-133,4.624,0.025,-0.065,286.08907999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5152,0,0,0,0,11.867172,0.10400000000000001,0.252,595.6,1058,13.4,3,6264,177,-265,4.133,0.2,-0.18,294.55789,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5159,0,1,0,0,1.927177921,0.000344,0.0294,136140.0,1219,204.7,1,5193,168,-138,4.525,0.08,-0.064,293.74011,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE
5164,0,0,0,0,6.06330298,0.007690000000000001,0.196,200.7,1153,13.1,6,6308,178,-246,4.353,0.08800000000000001,-0.32299999999999995,294.33847000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5166,0,0,0,0,26.115288699999997,0.0305,1.1,70.0,898,10.6,2,5190,135,-165,3.63,0.27399999999999997,-0.318,286.71564,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5174,0,0,0,0,96.509214,0.008440000000000001,0.22899999999999998,1528.0,787,3.8,3,7343,224,-314,3.7510000000000003,0.26899999999999996,-0.133,288.5929,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5181,0,0,0,0,406.496216,0.0174,0.607,380.2,236,6.9,1,5847,151,-159,4.525,0.035,-0.303,295.56683,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5191,0,0,0,0,11.1619384,0.013000000000000001,0.40700000000000003,124.4,1093,13.4,3,6200,124,-124,4.072,0.188,-0.10099999999999999,295.21268,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5193,0,0,0,0,78.86684,0.033,1.0,86.1,573,4.8,6,6907,172,-237,4.263999999999999,0.09699999999999999,-0.336,289.03772000000004,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5197,0,0,0,0,431.78556,0.0273,0.862,332.6,211,9.4,1,5642,175,-137,4.6,0.03,-0.207,291.20096,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5203,0,0,0,0,112.317402,0.0117,0.48700000000000004,182.4,475,7.8,3,6528,185,-252,4.257,0.151,-0.249,297.51782000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5214,0,0,0,0,154.607419,0.0207,0.524,279.9,340,13.4,2,6017,152,-176,4.508,0.038,-0.297,295.68481,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5215,0,0,0,0,57.132855000000006,0.013999999999999999,0.376,414.1,414,11.0,2,5157,77,-84,4.445,0.091,-0.049,283.47818,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5217,0,1,0,0,1.853209359,0.00020099999999999998,0.00965,12319.0,2100,238.9,1,6384,181,-227,4.026,0.312,-0.14400000000000002,296.41437,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE
5219,0,0,0,0,28.2251049,0.0112,0.342,201.3,625,8.9,3,6014,190,-211,4.436,0.07200000000000001,-0.217,295.62658999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5223,0,0,0,0,35.502865,0.0257,0.7809999999999999,115.9,724,11.0,2,5528,88,-77,3.892,0.12,-0.12,292.71445,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5231,0,0,0,0,29.5126153,0.0171,0.49200000000000005,188.2,678,9.4,1,5746,78,-78,4.189,0.17600000000000002,-0.095,295.97078999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5237,0,0,0,0,0.766691517,0.0013800000000000002,0.0507,244.0,1541,29.5,1,4821,76,-76,4.529,0.06,-0.02,294.6647,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5238,0,0,0,0,7.1931193,0.0102,0.213,125.6,916,10.7,2,5518,74,-83,4.4,0.1,-0.1,294.00946,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5242,0,0,0,0,4.57834367,0.0109,0.289,140.7,1206,11.4,2,5782,78,-78,4.28,0.13699999999999998,-0.11199999999999999,291.49942000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5246,0,0,0,0,31.8134892,0.00771,0.353,234.2,496,5.2,2,5505,197,-179,4.586,0.031,-0.221,291.06699,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5247,0,0,0,0,115.230655,0.0134,0.373,164.4,632,21.3,2,6585,182,-250,3.813,0.44799999999999995,-0.11199999999999999,292.09332,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5249,0,0,0,0,505.462916,0.00863,0.381,1724.0,181,17.6,2,4817,184,-167,4.499,0.095,-0.114,289.53882000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5250,0,0,0,0,274.74303199999997,0.0164,0.698,309.0,330,12.2,2,6277,158,-206,4.306,0.11599999999999999,-0.33,296.29355,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5261,0,0,0,0,143.09688,0.157,6.5,125.0,441,6.4,2,6725,110,-159,4.335,0.037000000000000005,-0.188,287.9856,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5262,0,0,0,0,13.032730099999998,0.0101,0.313,242.3,809,11.1,1,6122,168,-232,4.471,0.05,-0.2,287.53177,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5263,0,0,0,0,31.9533679,0.0181,0.486,106.1,725,15.2,2,6313,113,-139,4.228,0.084,-0.126,297.39371,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5264,0,0,0,0,458.16754000000003,0.0504,2.8,683.0,208,5.6,2,5536,195,-162,4.566,0.028999999999999998,-0.263,294.96246,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5265,0,0,0,0,67.8766605,0.0105,0.22899999999999998,389.2,455,9.1,2,6018,158,-194,4.485,0.044000000000000004,-0.302,291.16437,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5266,0,0,0,0,25.0901574,0.0162,0.545,37.7,852,12.1,2,6033,183,-183,3.985,0.266,-0.114,298.67377,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5268,0,0,0,0,326.6708,0.0385,1.5,386.4,283,10.8,1,5896,162,-169,4.343,0.138,-0.23199999999999998,297.47839,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5269,0,0,0,0,362.97828,0.0258,0.7440000000000001,260.6,296,13.0,2,6086,133,-133,4.274,0.13699999999999998,-0.11199999999999999,296.99863,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5273,0,0,0,0,36.566324,0.0313,0.488,2943.0,828,8.1,1,5294,204,-186,3.5989999999999998,0.9440000000000001,-0.295,300.63809,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5283,0,0,0,0,5.77451117,0.00818,0.262,156.3,1232,11.2,2,5821,78,-78,4.127,0.182,-0.098,294.01529,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5284,0,0,0,0,124.92251599999999,0.0216,0.451,498.7,407,24.4,5,5970,107,-131,4.317,0.11,-0.121,284.4335,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5285,0,0,0,0,10.1384691,0.0129,0.41700000000000004,92.8,723,9.1,2,5483,166,-149,4.5889999999999995,0.034,-0.136,285.12203999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5288,0,0,0,0,65.75210899999999,0.0249,0.614,382.5,458,9.9,1,5816,78,-78,4.4319999999999995,0.051,-0.11900000000000001,291.65906,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5292,0,0,0,0,21.9139549,0.00722,0.426,584.4,303,11.8,3,3638,72,-87,4.843999999999999,0.049,-0.055,291.285,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5293,0,0,0,0,3.66520844,0.008329999999999999,0.46,65.8,1168,10.3,2,5579,75,-75,4.388999999999999,0.105,-0.105,295.50269,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5294,0,0,0,0,5.06993245,0.0111,0.37,93.6,1053,11.6,2,5957,154,-187,4.506,0.039,-0.039,296.23282,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5303,0,0,0,0,0.761119678,0.00399,0.259,1112.0,2977,9.7,4,6911,194,-242,4.038,0.406,-0.145,289.74249,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5306,0,0,0,0,8.6040858,0.0154,1.1,87.6,947,6.4,1,6250,164,-196,4.4719999999999995,0.048,-0.048,292.17028999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5307,0,1,0,0,1.330333096,0.000176,0.015,61867.0,1634,700.5,1,5984,167,-209,4.521,0.048,-0.192,294.96027000000004,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE
5311,0,0,0,0,65.415183,0.0164,0.561,417.1,295,8.9,1,4348,130,-130,4.62,0.049,-0.021,291.31281,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5312,0,0,0,0,72.28198,0.0163,0.748,1265.0,984,5.4,3,7694,221,-315,3.6310000000000002,0.27399999999999997,-0.27399999999999997,284.33261,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5317,0,0,0,0,2.15888911,0.0063,0.205,102.4,1130,9.9,1,5269,142,-142,4.627,0.036000000000000004,-0.084,286.33069,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5318,0,0,0,0,17.580602600000002,0.0276,0.609,138.8,816,8.4,1,5839,79,-79,4.199,0.16899999999999998,-0.10400000000000001,290.12088,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5322,0,0,0,0,2.71772323,0.0137,0.726,70.3,1123,9.3,1,5135,84,-77,4.4639999999999995,0.09,-0.036000000000000004,290.85971,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5326,0,0,0,0,23.9830523,0.0313,1.7,83.2,718,11.3,2,5696,169,-152,4.178,0.312,-0.168,298.80557000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5328,0,0,0,0,134.41380800000002,0.027000000000000003,0.8540000000000001,206.1,391,12.5,1,6013,162,-252,4.37,0.083,-0.083,296.89828,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5337,0,0,0,0,5.78901936,0.0114,0.322,110.3,849,7.8,2,5289,173,-142,4.546,0.066,-0.066,292.25284,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5340,0,0,0,0,5.522479,0.0111,0.278,33.1,1288,8.6,2,6532,159,-201,4.271,0.135,-0.135,288.52902,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5342,0,0,0,0,9.458805400000001,0.0149,0.389,270.0,943,8.6,1,6247,174,-239,4.433,0.06,-0.18,292.56421,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5345,0,0,0,0,2.90805147,0.0144,0.591,103.1,1220,8.3,1,5889,142,-177,4.543,0.037000000000000005,-0.213,295.89651000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5354,0,0,0,0,2.56271232,0.00828,0.444,29.4,1171,8.2,1,5190,85,-77,4.446000000000001,0.08800000000000001,-0.064,285.95218,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5358,0,0,0,0,15.08186,0.0192,0.621,81.6,758,7.1,1,5794,163,-156,4.377,0.126,-0.126,297.83545,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5372,0,0,0,0,25.9136674,0.0195,0.306,109.7,966,16.1,1,6167,189,-170,3.804,0.293,-0.098,298.9006,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5377,0,0,0,0,6.96197304,0.0089,0.264,151.3,778,8.8,1,5008,151,-151,4.506,0.09300000000000001,-0.085,290.43677,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5382,0,0,0,0,36.048479799999996,0.0215,0.8340000000000001,127.6,566,8.5,2,5602,164,-152,4.33,0.147,-0.147,296.63684,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5384,0,0,0,0,27.556452,0.0786,1.8,289.2,531,6.7,1,5509,184,-162,4.565,0.024,-0.024,291.11397999999997,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5387,0,0,0,0,566.28176,0.0326,1.5,1200.0,203,8.9,1,5829,193,-175,4.575,0.031,-0.031,296.07407,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5391,0,0,0,0,0.52740121,0.0146,0.7759999999999999,1316.0,1027,31.1,1,3582,52,-52,4.8469999999999995,0.06,-0.06,288.88849,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5396,0,0,0,0,28.655497999999998,0.0331,1.2,173.6,658,10.1,1,6268,174,-239,4.428999999999999,0.052000000000000005,-0.20800000000000002,288.73028999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5399,0,0,0,0,26.1556767,0.00911,0.35700000000000004,295.0,501,7.0,1,5204,171,-139,4.573,0.037000000000000005,-0.037000000000000005,293.41785,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5400,0,0,0,0,4.60687717,0.0162,0.361,258.7,865,7.5,1,5110,194,-176,4.582,0.061,-0.055,297.24039,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5405,0,0,0,0,502.20642000000004,0.0755,1.6,447.9,212,7.1,1,6018,182,-164,4.615,0.024,-0.024,296.05728,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5406,0,0,0,0,10.511377900000001,0.037000000000000005,0.862,29.9,1052,8.8,1,6575,181,-250,4.2780000000000005,0.124,-0.201,289.04196,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5412,0,0,0,0,20.9525604,0.0115,0.35600000000000004,232.9,495,9.8,1,4885,146,-131,4.61,0.027999999999999997,-0.055999999999999994,287.47986000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5417,0,0,0,0,5.704593,0.006659999999999999,0.231,129.9,900,8.5,1,5523,149,-166,4.566,0.034,-0.145,287.04843,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5422,0,0,0,0,4.78113942,0.0111,0.297,105.8,1130,9.6,1,5683,154,-154,4.3260000000000005,0.17,-0.187,291.8129,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5423,0,0,0,0,7.18864064,0.009609999999999999,0.33399999999999996,133.5,987,9.3,2,5683,154,-154,4.3260000000000005,0.17,-0.187,291.8129,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5429,0,0,0,0,27.122801000000003,0.0325,0.9440000000000001,234.7,594,8.1,1,5878,157,-189,4.512,0.034,-0.034,286.21539,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5431,0,0,0,0,11.2901559,0.0526,0.924,163.8,617,8.6,1,5025,187,-168,4.609,0.061,-0.061,289.84402,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5434,0,0,0,0,7.1356633,0.006659999999999999,0.20199999999999999,255.5,751,9.8,1,4926,148,-148,4.522,0.084,-0.045,282.58801,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5435,0,0,0,0,1.0444084470000001,0.00717,0.268,46.2,2745,15.1,4,7274,219,-303,4.1610000000000005,0.096,-0.096,289.51791000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5452,0,0,0,0,6.853888,0.0732,0.313,653.8,613,8.2,1,4199,146,-161,4.609,0.046,-0.018000000000000002,284.95761,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5454,0,0,0,0,7.34672485,0.0108,0.293,143.0,784,10.1,2,5271,185,-148,4.578,0.019,-0.019,294.5704,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5460,0,0,0,0,1.0573356790000001,9.609999999999999e-05,0.0152,47337.0,1276,476.0,1,4664,126,-140,4.593999999999999,0.054000000000000006,-0.027000000000000003,292.18417,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5463,0,0,0,0,0.673141323,0.0026,0.11199999999999999,229.5,1834,10.5,1,5461,156,-143,4.552,0.025,-0.025,286.11075,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5464,0,0,0,0,8.60965352,0.006529999999999999,0.225,63.2,1550,9.9,1,5418,191,-171,3.447,0.884,-0.156,291.02719,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5467,0,0,0,0,13.8911152,0.0105,0.37200000000000005,204.9,674,10.3,1,5472,179,-163,4.499,0.115,-0.115,286.13457999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5472,0,0,0,0,1.96134311,0.00488,0.359,207.8,2167,59.5,1,6221,74,-80,3.935,0.18,-0.12,296.14655,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5477,0,0,0,0,28.2682167,0.0135,0.551,197.0,526,6.0,1,5496,168,-152,4.564,0.024,-0.024,292.64594,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5481,0,0,0,0,0.70965042,0.0056700000000000006,0.205,223.4,2036,9.4,1,5618,169,-169,4.373,0.153,-0.187,299.77227999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5485,0,0,0,0,0.902403563,0.000205,0.027000000000000003,4759.5,1688,220.3,1,5776,161,-148,4.599,0.028999999999999998,-0.028999999999999998,287.57062,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5486,0,0,0,0,6.87778029,0.00893,0.262,124.0,1052,10.1,1,6274,174,-218,4.434,0.055999999999999994,-0.22399999999999998,290.00784,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5497,0,0,0,0,10.692115,0.433,0.44,408.4,1008,9.4,1,6474,159,-250,4.311,0.10800000000000001,-0.201,282.37753,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5499,0,0,0,0,17.1677675,0.0118,0.405,335.1,370,7.4,1,3761,50,-50,4.724,0.06,-0.06,283.84756,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5500,0,0,0,0,8.50207749,0.0094,0.26899999999999996,117.3,679,10.5,1,4889,146,-131,4.57,0.066,-0.044000000000000004,288.29715,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5501,0,0,0,0,1.322475635,0.00322,0.16,997.3,1097,53.9,1,4668,133,-132,4.7,0.053,-0.053,285.37671,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5507,0,0,0,0,18.1772927,0.02,0.758,213.1,737,7.9,1,6158,171,-236,4.455,0.052000000000000005,-0.20800000000000002,292.73026,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5510,0,0,0,0,19.931060199999997,0.0167,0.431,97.9,960,14.2,1,5500,173,-154,3.775,0.517,-0.517,293.5787,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5513,0,0,0,0,0.813998812,0.00227,0.10099999999999999,183.4,1933,13.7,1,5705,156,-173,4.4239999999999995,0.10099999999999999,-0.188,286.74857000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5519,0,0,0,0,2.64185268,0.0186,0.9209999999999999,149.8,2104,7.9,1,5195,144,-104,3.409,0.31,-0.31,294.07739,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5523,0,0,0,0,2.54031121,0.00719,0.239,173.3,1268,10.1,1,5778,162,-182,4.531000000000001,0.036000000000000004,-0.204,295.50229,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5527,0,0,0,0,1.3715879930000001,0.0036799999999999997,0.778,456.1,2413,43.3,2,7045,194,-278,4.154,0.14800000000000002,-0.14800000000000002,294.20145,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5530,0,0,0,0,5.89773974,0.00806,0.262,77.9,1150,8.1,1,6300,160,-211,4.371,0.079,-0.079,292.15542999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5531,0,0,0,0,1.74145041,0.031,0.18,370.6,1234,10.9,1,5238,184,-184,4.598,0.032,-0.09699999999999999,294.95062,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5532,0,0,0,0,20.294411800000002,0.00481,0.316,453.9,648,5.6,1,5865,167,-197,4.518,0.034,-0.034,295.25565,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5533,0,0,0,0,17.990827300000003,0.00528,0.156,660.0,541,10.9,1,4918,148,-133,4.546,0.07200000000000001,-0.039,282.15787,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5536,0,0,0,0,198.11309,0.0542,1.9,53.3,399,8.3,1,6163,182,-228,4.144,0.226,-0.226,289.32047,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
5537,0,0,0,0,0.84986054,0.0315,0.0225,6571.5,2260,100.1,1,5164,102,-102,3.949,0.604,-0.325,291.10974,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5551,0,0,0,0,129.847318,0.0243,0.8220000000000001,198.4,385,11.1,1,6133,193,-257,4.427,0.07200000000000001,-0.217,293.67682,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
5559,0,0,0,0,22.2548897,0.0285,0.917,83.8,899,11.8,1,5349,185,-148,3.76,0.727,-0.242,282.67258,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
